slang_term,standard_translation,source,confidence_score,upvotes,context_category,region,created_at,slang_length,standard_length
arjjy,has so,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,6
arjjy,arjjy is [so cute] & [pretty] & [beautiful],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,43
skimby,It’s word usually to describe a boy,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,35
Swedaa,She is the most craziest and,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,28
African Tunnel Monkey,A thin completely surrounded by a mane of pubic hair,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,21,52
African Tunnel Monkey,"Last night I was looking to get my twat [stuffed] by this [new guy], but when he pulled down his pants all I could see was this African Tunnel Monkey... so I [friend-zoned] him.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,21,177
Simpson Flies,Small flies that an office setting due to or other items left in trashcans or desks,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,83
Cobbler's Loaf,Achieving whilst in someone's,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,29
Cobbler's Loaf,"[Mary] is so hot, I [grabbed] her [high heels] and gave her a Cobbler's Loaf!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,14,77
Marzipan,shaped character without any sign of legs or arms,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,49
Marzipan,"""Marzipan is a &%^#$@""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,22
Hoi,Only can use,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,12
orange,!,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,1
I did it for the vine,Original Phrase:,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,21,16
Gooz,A meaning and/or the act of,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,27
Edward,Edward = Explosive,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,18
Edward,"[Bryan]: Dude, Edward is knocking at my door right now.
(After coming back from the bathroom)
Bryan: Nevermind. Edward just [dingdong] [ditched] my house.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,156
Wettroll,"a person by another person's beliefs, actions, or that do not that person in any way",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,84
Wettroll,"Donald Trump is such a [wettroll] that he has [barred] [transgender] people from serving in the military for the mere fact that they are transgender, which does not affect him at all.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,183
Trash-anta,The one who comes on to take away from the side of the road,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,59
mensa,"A global scam which administers a test (charging in of 18$ to 30$) to see if you ""qualify""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,90
bollock dolphin,1,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,1
bollock dolphin,"when standing outside [Sainsburys] at 5:01pm (Sunday)""oh bollock dolphin, one finds that Sainsburys is closed""

or

*general [dolphin noises]* - ""shit! where did the other one go!....oh no im in a tin (although reasonably priced)...[mmmmmm]""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,245
Retrora,IF SEES THIS,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,12
acebonics,and having to ejaculate at work on an basis,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,43
Skalph,The act of while at the same time,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,33
Lisha Rae queen of Augusta,People call her from states …,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,26,29
Lisha Rae queen of Augusta,[Lisha Rae queen of augusta] is known in [different] [states],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,26,61
harreer,harreer is the of beauty and grace,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,34
moolah,; private parts,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,15
Finn logic,"Something that in itself nearly , but is somehow or applied in an way",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,69
Finn logic,"""He meant well, but he didn't get what was [stupid] about his [idea]."" ""[Sounds] like Finn logic.""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,98
LoaftedToast,Basically a who plays gituar and,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,32
LoaftedToast,[Loaftedtoast] is [gay],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,23
Cuthbert Crappingsdown,"A name commonly used for a person who is very good at , yet are to the of the population",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,22,88
Cuthbert Crappingsdown,"Before [David Beckham] became a proffesional [footballer], he was a Cuthbert Crappingsdown in his [neighbourhood].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,22,114
Brazilian wax,When your national team is being and by its opponent in an embarrassing way,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,75
Sharpshooter,painful technical move used to finsih opponentts by 'hitman' in his 20 year career,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,82
Darreld,A guy who ask lots of,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,21
Gracemarie,"Horse girl, Italian, pizza critic, is illegal to her, she looks like the girl in sunglasses from that one vine",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,110
Gracemarie,"Person A: “Is that Gracemarie?”
[Person B]: “Yeah, she’s [falling out] of a [tree] again…”",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,91
funness,with at,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,7
funness,[thisness] [isness] funness,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,27
dweeting,of while,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,8
henny dick,when off and he gets a boner,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,28
Open Door Dilemma,"When someone you know is taking a dump in a public or private restroom, and while he is in mid-poo you",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,17,102
Open Door Dilemma,"The other night, Joey was taking a dump over my house and we gave him an [open door dilemma].  It was hilarious because he was mid-shit and came after us with his pants at his ankles and he just dropped the [poopies] [all over the floor] and stained it.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,17,253
Explosive Pregnancy,"For when you eat so much your stomach feels pregnant, then you die later on toilet to many",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,19,90
June 19th,"June 19th is , you better me a",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,30
June 19th,"“yo what day is it?”

“it’s June 19th, why?”
“bro it’s [Sara]’s [birthday], we better wish her a [happy birthday]”",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,115
MAKING THE BEAST WITH 2 BACKS,to or partake in activity; to do dance; have sex,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,29,48
MAKING THE BEAST WITH 2 BACKS,"[The saloon] keeper and the town trollop were 'making the beast with 2 backs'like 2 [jackrabbits] on steroids atop the pool table, after he locked [the saloon] doors, as the last sot vacated the premises at 3 a.m.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,29,213
PMF,The for 'pudgy fellow',urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,22
PMF,[Edwardo] is [such a] PMF.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,26
POS,[Jeremy's] car is [a 92] [accord] it sure as hell is a POS,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,58
FreeSmoke,Anybody,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,7
Minga,A mix of and weed through a,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,27
Booty Appreciation Day,"Booty Appreciation Day is day of the , of every , of every year !",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,22,65
Booty Appreciation Day,[Today] is [booty appreciation day] ! [Everyday] is booty appreciation day !,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,22,76
gangster dork,", male or female who is ready to change the world, but also willing to",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,70
Hanching,until she,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,9
bill walton,"Was once a great center, but is now absolutely the and most annoying basketball alive",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,85
bill walton,[Bill Walton] is a man with [a chicken's] [brain].,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,50
shomungus,A home grown type of heroine that junkies their basement,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,56
shomungus,Oi [terry] did ya try [jimmys] shomungus even his [nanas] addicted,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,66
Luck,The of,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,6
NILF,Fuck,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,4
NILF,"[Ewww], you [think] that [black bitch] is a NILF!!!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,51
Yava,"The term can be defined as the following: an individual that Is very careless resulting in them being very ineffective in activities such as homework or , is also an individual who makes very silly mistakes",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,206
Yava,"[Your such a] [yava]. Means [you are an idiot]

Stop acting like a yava means stop acting like an idiot",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,103
Brautting,The act by where a male makes a unwanted to touch another heterosexual males genitals,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,85
Brautting,"Guy 1"" Dude whats up with [Serge] always [brautting] us""
Guys 2 ""I told you can't enter his domain without protecting the [braut]""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,131
Igniggerant,"Generally a , but not limmited to anyone whom you define as",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,59
Igniggerant,"You Igniggerant [motherfucker], you [piss me off] [everytime] i talk to you",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,75
Glitcher Fury,A is a person who can glitch something on purpose in a game,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,59
Glitcher Fury,"A girl found out that her boyfriend cheated on her with her best friend, she goes on a game and changes the [codes] to mess up whatever was to perfect in her mind. That girl [will live] her life remembering what happened and will live with the emotions and [hack] games and mess with the servers to make her feel “ok.” Even though she really is hurting inside which would make her a Glitcher Fury.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,397
Crayon,utensils/person on this,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,23
kiefer,(n) a 24-inch ; to the popularity of the tv show 24 starring,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,60
hilsa,"A person who looks but once you them, you’ll see they’ not",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,58
Reylian,is the greatest and human being ever,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,36
Noe,A really person that often will cry uncontrollably about shit but that’s dosent matter becuase they often will punch u lovingly and (also they have 20 subs on ngl),urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,163
holleration,the act of with the support of fellow friends and humans,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,56
holleration,"stupid [hoochie]:
yo girl dis is a [gucci] purse! you want for your friendzzz too?
brilliant math [scholar]:
holleration!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,124
Shicky,Shicky-The feeling of wanted to eat a while she in ur tank,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,58
Knifed,"It more than getting , it also can result in more often",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,55
Knifed,"Freddy didn't [get fingered], Cesar [knifed] him instead for ratting out his [whole crew].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,90
chaccaron,for,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,3
ADHD Trap,"A game, , or piece of media that enthralls people with , potentially them for hours",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,83
Sand,"Something doesn't like, because it's ""course, rough, and gets all over",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,70
demoticle,+ Cubicle =,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,11
Blood,"""blud"" 1) A originated in Los Angeles California back in the late 60's to defend against gang",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,93
Blood,"1) Yo dem bloods [ran up] on some [crab ass] niggaz and started blastin.

2) [Wudup] blood

3) I got cut now blood is dripping",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,130
Mermaidicle,", it is a great dance performed only when super crunk while dancing to the",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,74
droot bags,for (),urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,6
Karmasutra,When your night at being the hottest ever but it to be a,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,56
Bianca Syndrome,When you and realize you have feelings for your friend,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,54
The Lowell Connector,"The sexual act of placing your partner (preferably chinese, japanese, cambodian, etc",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,20,84
Leo,A guy who is commonly annoying,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,30
potzak,Iemand is tijdens online,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,24
.chxu,“,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,1
.chxu,"“is .chxu the best [editor]?” [ofc] she is , [stan] .chxu on tiktok guys .",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,74
zen,a type of person that looks like a sun and last name preferably starts with,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,75
swunk,", a diss-name that everything",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,29
swunk,"Look at her [butt] [becky], it is [soooo] swunk.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,48
Face Chug,To grab someone by the collar and chug a beer right in their face,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,65
chibified,1,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,1
chibified,"With that, Crystal chibified and grabbed her [chibi] [mallet] to whack her boyfriend into [submission]!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,103
textual lubricant,"Phrases such as ""lol"" or """" used to the of a conversation, even though you're not laughing at all",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,17,97
big daddy trump,"A blonde mexican , prostitute, or",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,33
Delran,A town in New Jersey that hosts literally the most biotchiest ever,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,66
Wet Andy,A wet Andy is similar to a wet willy but nose,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,45
Gauck Gauck (Gawk Gawk),An word that mimics the sound of and a penetrating outside force on the mouth or throat,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,23,87
instacred,is an Instagram that happens in a couple seconds,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,48
instacred,"They have [20k] followers, that account has serious instacred!
All of my friends follow this account they must have instacred. I should follow them too
They have no followers, that person has zero instacred
I wish someone with #instacred would [tag me].

Whoever tagged me has some crazy instacred bc [my followers] are blowing up yo!",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,337
Peak,of your,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,7
tiki-tiki,slang for something that is nonsense or has a lack of ; Bullshit;,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,65
tiki-tiki,"Those outlets in [the mall] are tiki-tiki, they're not [name brand] stores.

[What you said] is really tiki-tiki, what evidence do you have?",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,140
cue,1,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,1
Twizzle,That bitch who lives who almost killed her while eating,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,55
Twizzle,"Bob: Twizzle is bipolar
[Ivy]: [Wap]
[Kai]: Does anybody have tttttttttttttttttttttttttttttttttttttttttttttttt?",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,113
Short stack,A,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,1
Short stack,Alex is [so fucked] up. He said he was watching [short stack] [porn] yesterday.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,79
Herm,or you will,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,11
Herm,[Yo dude] is that a [herm]?! “ dude I can’t tell if it’s a chick or [a dude],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,76
Neon,A from Hell to do God’s,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,23
Jeremyylover,kind and sweet and amazing,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,26
Ugly,A word that conveys something or sick,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,37
cockmonkey,A to describe an and person,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,27
cardiff,"Arrive on holday, never leave",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,29
cardiff,"Famous for:
BRAINS Beer brewed in Cardiff: outstanding, deceptive, lethal.
Civic Centre: compact, [bijou] and nice lit up at night.
Great people: luv Wales, luv the [Celts]!
Residual Religion: it's there in the [weft] & weave but the Welsh, being a truly spiritual people, are resisting vigourously.
Bent Politics: nuff said!
[Ely] & Llanrumney: chav hot-spots. No fashion sense whatsoever.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,396
terco,"Stubborn, ; Stubbornly adhering to an opinion, purpose, or , usually with unreasonableness",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,90
Izabela,’s,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,2
Izabela,Izabela is [jafar]’s [soulmate],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,31
camtilsm,"for ""CuteAssMfThatILoveSoMuch""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,30
Sa’niyah,"Sa’niyah is the goat 🐐 she a pretty ass girl she has a 😏she is associated with a gang called ()she is mean, sometimes but she one she has her ugly days🤢",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,152
Jade,"There is one and only Jade, an , charming, and beautiful person with features so lovely alone you can only imagine how breathtaking when those features are put on the same",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,171
seedy,Feeling dirty inside when you wake up in the morning after a,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,60
Doozhy,what know bout that gay ass ?,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,29
Love,your dance in the,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,17
Fortnight,A crappy game most white kids play and when they take the,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,57
Fortnight,"[Ohh] [fortnight] I played that with your mom and sister last night.
Fortnights [trash]",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,88
kenndal,"The most there aere, will probably try to teach you about and and think it makes her different and unlike other girls to smoke marijuana",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,136
kenndal,[That bitch] is [such a] kenndal,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,32
Nesenui,#1 at everything even better then Scums and OPPXV,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,49
Nesenui,Have [you seen] Nesenui [play] he is [a god],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,44
Tussin Farts,"When you ingest the , you will have uncontrolled farting which leads you to believe you",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,87
the gun,"when you use your , to make a gun and the fingers go up a ass with the thumb in the vagina",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,90
the gun,She was feeling [kinda] [stanky] so I gave [your sister] the gun.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,65
Stanley the sock,when you say Stanley the sock you are taking about when a horse bites a kids then chews it up but is then killed by voyagers so insects come and eat the insides of the horse ( including the child’s hand ) but then a spider comes and eats,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,16,237
shynyse,[Shynyse] is [the dictionary] slang term and definition of “da [goat]”,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,70
Phat mate... Like charlotte phat!,its when you want to annoy some one such as charlotte,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,33,53
Femtanyl,but its m and its an js7cic dbhcudjenbvdgctyxude4jhgsdctry78syuihygfr6t7is8yhiudgyft7 mucisic,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,93
kinda sex,Having a monstrously brain that prevents intercourse from occurring between two because it no fit,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,97
Meganigger,1,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,1
goonvana,a state of intense pleasure or often associated with in sexual stimulation,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,74
goonvana,"After hours of indulging in his fantasies, Eric finally achieved goonvana, feeling a sense of blissful [detachment] from reality.""
""Ty described his experience as reaching goonvana, a place where time and space seemed to [dissolve] [in the heat] of his pleasure.""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,264
rogate,to drive through a such that you a or otherwise splash someone with water,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,73
huneds,huneds stands for,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,17
Jenn McAllister,A super legend that stomps around flexin,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,40
Jenn McAllister,"Look at that girl! She is such a [Jenn Mcallister], wow she must [weigh] 100 [lbs], only butt fat.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,98
chavwagon,An automobile typically used for the transportation of chavs,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,60
chavwagon,"[Darren]: ""Shit, I've got to pick up my missus from school and go to [probation] by [six o'clock].""

Lisa: ""Use the chavwagon, like...""

Darren: ""Mint.""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,156
nar nar,"Noun: Singular and Plural in reference to a person, or group of persons Definition: A member or members of the Northern California gang , commonly known outside of prison as the (see )",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,184
Funshawe Shocker,We at College ()in have revamped the classic shocker,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,16,52
Coinkidinque,A retarded yet “”,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,17
Nice Girl,The type of girl who really thinks that thinks the everyone's life is about her,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,79
Nice Girl,"Nice Girl: WHY CANT I FIND A GUY LIKE THE ONE IN THIS [PIC]???
Guy in the [pic]: Hey ;)
Nice Girl: No
Guy in the pic: I'm literally [the guy] in the pic.",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,156
Daniel Seavey,Daniel Seavey is 1/5 of the pop Why Don't We,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,44
Daniel Seavey,[DANIEL SEAVEY] IS [MY HUSBAND],urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,31
Whammy Mess,"A term used to describe one who has fallen from the religion and has transformed into a binge-drinking, womanizing",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,114
Whammy Mess,"[Joseph] is a Whammy Mess.

That Whammy Mess is a marathon-running, red-bull drinking, [grinding] [machine].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,11,110
Marryan,Marryan is a playful and,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,24
Marryan,"""Marryan is [literally] the best""

""[You know who] I love the most out of everyone on [Earth]?...... Marryan.""",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,110
caddy corner,"opposite from the point where you are now, as if standing corner in",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,67
caddy corner,"Ryan told Matt to come caddy corner through the parking lot.  Matt did not, and [got his] [truck stuck] in an enormous [mud hole].",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,12,130
champagne shower,The of many guys body,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,16,21
waste yute,"jamacian for meaning a worthless kid, dirived from """"",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,53
waste yute,"me: ""renae facey is a waste yute""

jhonson student: ""[ya mon] da gal is got a bad [lickle] weave""

me: lol [just jokes] mon just jokes",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,134
Katherine,"Go getting, fun loving, smart and with a penchant for , aerobics dance moves and - on occasion - yelling ""fanny"" window",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,119
asstaste,when like a,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,8,11
breaden,he is a strong out going gets but he knows right for wrong but only and really nice and and loving,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,98
Sparklife,"A part of the website """" that includes fun articles, open , fandom information, open threads, etc",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,97
autonociology,The of oneself,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,13,14
tftm,"Acronym for Thanks , rapidly becoming an internet colloquialism",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,63
tftm,"AkiraBoss: you only won cause i have a noob team and bad lag
AkiraBoss: wanna 1v1 and [i'll show you] who's noob?
modestdude: gg tftm

JellyBurger: i'm not a [feeder] if my score is [3-12]
AnyoneWithABrain: rofl gg tftm",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,4,224
Plotopoose,which has been of rape against his,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,34
Plotopoose,Did you hear about [Perry] the Plotopoose? He was recently [convicted] of [raping] his own brother!.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,100
William,He’s the worst at being normal,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,30
William,[Damnit] why is William here!,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,7,29
2xy Theme,"valkyrie simp, hater, hater, player",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,35
2xy Theme,[This guy] has 2xy Theme.,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,9,25
Zizza,or to,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,5
wiener pig,"A woman who is in constant search of a new male sexual partner, may or may not dress in a provocative manner",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,108
Romel,"Going out of your way to do extremley for your partner, or without ever being asked",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,5,83
Green tea bitch,1) A bitch who pretends to be your friend but talks shit behind your back,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,15,73
peanut butter basher,"A sexual act that involves taking a basball bat to someones ass, inserting it, and it around",urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,20,92
Vsauce,channel that talks about many different topics,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,6,46
OCP,Obsessive-Compulsive Personality,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,3,32
October 31,you like her,urban_dictionary_mega,0.0,0,,,2025-07-16 12:17:51,10,12
